adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 18, 'name': 'Drama'}]",,80440,tt1740053,fr,Un été brûlant,Paul reflects on the summer he met Angèle and Frédéric as he watches his friend being laid to rest.,3.440695,/4CUsoDkhrR85fFIT7EIsDFjimbx.jpg,"[{'name': 'Wild Bunch', 'id': 856}, {'name': 'Rectangle Productions', 'id': 2700}, {'name': 'Faro Film (II)', 'id': 41208}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",2011-09-28,0,95.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,A Burning Hot Summer,False,5.3,14
False,,0,[],,126881,tt0120374,de,Das Trio,"Zobel and Karl are a long time gay couple who live together in a trailer home with Lizzie, Zobel's spunky daughter from a heterosexual misadventure. Together these three form a team of thieves who eke out an existence as pickpockets. After a botched job, Karl becomes unable to work, forcing Zobel and Lizzie to seek out a new partner. Lizzie recruits Rudolf, the boyishly charming town misfit. Reluctantly, Zobel allows Rudolf to join them but warns him to never break the golden rule: ""No exchanging of bodily fluids within the team."" This dictum becomes increasingly difficult to live by as Lizzie's cravings and Zobel's own passions toward Rudolf intensify. Eventually, the golden rule is broken by Lizzie...and then again by Zobel (unbeknownst to Lizzie, of course). An intricate love triangle soon develops amongst the three that is shaped by deception, desire, and betrayal.",0.180645,/pwhKtUgCLPclZHj0yJ148hi6Tb7.jpg,"[{'name': 'TLA Releasing', 'id': 328}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1998-01-29,0,0.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Trio,False,7.0,1
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,50704,tt0011984,en,The Boat,"Buster's handmade boat, The Damfino, is finished and is, of course, too large to get through the basement door. When he drives off with it in tow, the side of his house, then the whole thing, collapses. At the harbor he rides the boat out only to have it sink beneath him. The rest is a series of adventures he and his family have with the restored boat.",0.634836,/su82kWmVw5xEo2yBkO4t1TJa4G1.jpg,[],[],1921-11-10,0,26.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Boat,False,6.0,15
False,,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,194662,tt2562232,en,Birdman,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",18.193263,/rHUg2AuIuLSIYMYFgavVwqt1jtc.jpg,"[{'name': 'Worldview Entertainment', 'id': 9015}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Le Grisbi Productions', 'id': 47169}, {'name': 'M Productions', 'id': 52660}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-08-27,103215094,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,or (The Unexpected Virtue of Ignorance),Birdman,False,7.4,4657
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,254166,tt3259474,el,Το Μικρό Ψάρι,"At age 19, Stratos committed a crime of passion. He spent half his life in prison, where underground boss Leonidas took him under his wing. One day during a rival gang attack, Leonidas saved his life. Stratos never forgot this.  A free man now, Stratos works the night shift at a bakery workshop, a far cry from the killing contracts he executes by day. He gives away all his money to spring Leonidas out of prison, funding an escape plan managed by Leo’s brother, Yorgos.  The fulfillment of his debt is the only thing that matters to Stratos, everything else is indifferent and he lives detached, surrounded by ghosts and fallacies. The day of the escape, the most important day of his life, is near…",0.496835,/5lvS26BGD9l1dlrsF8IP7ZK1Ppi.jpg,"[{'name': 'Argonauts Productions S.A.', 'id': 13375}, {'name': 'Faliro House Productions', 'id': 19246}]","[{'iso_3166_1': 'GR', 'name': 'Greece'}]",2014-02-11,0,137.0,"[{'iso_639_1': 'el', 'name': 'ελληνικά'}]",Released,,Stratos,False,5.8,5
False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10402, 'name': 'Music'}]",http://www.glassthemovie.com/Home.html,39764,tt1092004,en,Glass: A Portrait of Philip in Twelve Parts,"Academy Award®-nominated director Scott Hicks (""Shine"") documents an eventful year in the career and personal life of distinguished Western classical composer Philip Glass as he interacts with a number of friends and collaborators, who include Chuck Close, Ravi Shankar, and Martin Scorsese.",0.498877,/a4LeIkkCfwwJxIWh8gJM1SuUUsp.jpg,[],[],2007-09-07,20,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In July 2005, filmmaker Scott Hicks started shooting a documentary about the composer Philip Glass to celebrate his 70th anniversary in 2007.",Glass: A Portrait of Philip in Twelve Parts,False,6.4,5
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",,12487,tt0361668,ja,極道恐怖大劇場 牛頭 GOZU,"Minami mistakenly kills a gangster associate of his named Brother. Almost as soon as the murder takes place, the body of the deceased man is gone, prompting Minami to conduct a search. While looking, he finds a mysterious isolated hotel where he decides to take a rest. Not only are the front desk clerks a bit strange, but even the ambiance feels unusual. Minami soon realizes he may have gotten more than he bargained for.",4.995134,/mo5L0XzMYmLhdsvgA40qlYiHhAF.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2003-07-11,0,130.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Gozu,False,7.2,57
False,,0,"[{'id': 18, 'name': 'Drama'}]",,31546,tt0115530,en,American Buffalo,Three inner-city losers plan a robbery of a valuable coin in a seedy second-hand junk shop.,7.031279,/tkIMquxwzMzZUrnAv43e3w0eX0F.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Capitol Films', 'id': 826}, {'name': 'Punch Productions', 'id': 2154}, {'name': 'Samuel Goldwyn Company, The', 'id': 28205}, {'name': 'Prairie Oyster Productions', 'id': 28206}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-09-13,665450,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They had a plan. It wasn't worth a nickle.,American Buffalo,False,6.2,9
False,,0,"[{'id': 18, 'name': 'Drama'}]",,57666,tt0064035,en,The Appointment,The lawyer Federico Fendi has reasons to believe that his wife Carla in secret is Rome's highest paid prostitute.,0.161141,/xBxT8XIofiOxgN2vLTU72q8q9fJ.jpg,"[{'name': 'Martin Poll Productions', 'id': 3986}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-05-22,0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Appointment,False,6.0,2
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",,53769,tt0039829,en,Singapore,"After the war, Matt Gordon returns to Singapore to retrieve a fortune in smuggled pearls. Arrived, he reminisces in flashback about his prewar fiancée, alluring Linda, and her disappearance during the Japanese attack. But now Linda resurfaces...with amnesia and married to rich planter Van Leyden. Meanwhile, sinister fence Mauribus schemes to get Matt's pearls.",0.272778,/gUp3PSO8nQ82ToToPbmjjsFzahy.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1947-08-13,0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She was back with him... as a stranger,Singapore,False,5.9,4
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,65480,tt0078942,it,Caro papà,"In Caro papá, Dino Risi is telling the story of the decadent lifestyle, and dysfunctional family, of a wealthy businessman (played to perfection by Risi's favorite leading man, Vittorio Gassman). Risi paints his portrait against a backdrop of an Italy where the new permissiveness has run rampant, traditional socio-cultural values have been usurped by consumerism, and the streets have become an open battleground for politically extremist groups (the '70s were dubbed ""The Years of Lead"" due to the great number of terrorist acts, and politically motivated assassinations).",0.007319,/p5PoZ2XqeY4QCVoMjfTA2EJyE1J.jpg,[],[],1979-01-01,0,101.0,[],Released,,Caro papà,False,4.7,3
True,,750000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,376004,tt4044464,en,Adulterers,"A man who returns home to find his wife cheating on him on their anniversary. He holds her and her naked and humiliated lover captive at gunpoint while he decides whether or not he's going to kill them. The story, inspired by true events, takes place over one day and is set in New Orleans during a stifling heat wave.",1.13377,/pJLmZBruOmn2c9mYWe3h1xcXaA0.jpg,[],[],2016-01-05,0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love. Betrayal. Vengeance,Adulterers,False,5.2,16
False,,0,"[{'id': 18, 'name': 'Drama'}]",,45791,tt0829098,en,And When Did You Last See Your Father?,The story of a son's conflicting memories of his dying father.,1.040302,/aeA7ZuGYJcCX61ybwZSupcEOL3F.jpg,"[{'name': 'Intandem Films', 'id': 2731}, {'name': 'Film4', 'id': 9349}, {'name': 'Number 9 Films', 'id': 34338}, {'name': 'Tiger Aspect Pictures', 'id': 36201}, {'name': 'Father Features', 'id': 36204}, {'name': 'Audley Films', 'id': 36205}, {'name': 'Comptom Investments', 'id': 36206}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2007-10-05,92,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Between every father and his son there is a story to be told.,When Did You Last See Your Father?,False,6.8,14
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,357155,tt3778394,es,Delirium,,0.251674,/sqN8PCuLbpV2TpKxzgZa7ga0LV9.jpg,"[{'name': 'CMC Producciones', 'id': 62216}, {'name': 'Creando Cine', 'id': 62217}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",2014-10-02,0,,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Delirium,False,5.5,4
False,,0,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,333594,tt3094252,en,Echoes Of War,"A Civil War veteran returns home to the quiet countryside, only to find himself embroiled in a conflict between his family and the brutish cattle rancher harassing them.",1.522946,/s594RW4LJ6SEzpcO2qyiTEmCJ3W.jpg,"[{'name': 'American Film Productions', 'id': 24156}, {'name': 'Provenance Pictures', 'id': 49964}, {'name': 'Country Club', 'id': 73142}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-05-15,0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Echoes Of War,False,6.5,15
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,30565,tt0116479,en,The Hamster Factor and Other Tales of Twelve Monkeys,"A documentary following Terry Gilliam through the creation of ""12 Monkeys""",1.337041,/xoeX7DIHRU90KuSNNsDWoYqhrJL.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-01-01,0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Hamster Factor and Other Tales of Twelve Monkeys,False,6.1,9
False,,180000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",http://disney.go.com/disneypictures/wall-e/,10681,tt0910970,en,WALL·E,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",16.088366,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}, {'name': 'FortyFour Studios', 'id': 93408}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-06-22,521311860,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An adventure beyond the ordinar-E.,WALL·E,False,7.8,6439
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",,11571,tt0052948,en,Journey to the Center of the Earth,An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.,10.38937,/nWn9MRFkC1M13hVf17mT0BfYKbg.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Cooga Mooga', 'id': 10199}, {'name': 'Joseph M. Schenck Enterprises', 'id': 10200}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1959-12-14,10000000,132.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'is', 'name': 'Íslenska'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,A fabulous world below the world,Journey to the Center of the Earth,False,6.7,107
False,,0,"[{'id': 18, 'name': 'Drama'}]",,123730,tt0099447,en,Dog Tags,"POW's rescued from tiger cages in Vietnam are brought into a secret mission by an Army Captain. However when the group finds a cache of gold, greed sets in and the mission goes awry.",0.001133,/lMzdYPXKxzHUbaXThHO1MQsBN8m.jpg,[],[],1987-12-11,0,93.0,[],Released,Platoon To Hell!,Dog Tags,False,7.0,1
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,332704,tt2784936,en,Backtrack,"Troubled psychotherapist Peter Bowers is suffering from nightmares and eerie visions. When he uncovers a horrifying secret that all of his patients share, he is put on a course that takes him back to the small hometown he fled years ago. There he confronts his demons and unravels a mystery 20 years in the making.",6.727871,/8L4jifugHPASkrssmOUVdQxn3WN.jpg,"[{'name': 'Head Gear Films', 'id': 5056}, {'name': 'Screen Australia', 'id': 7584}, {'name': 'Metrol Technology', 'id': 25954}, {'name': 'Bankside Films', 'id': 61922}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2015-07-25,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Nothing haunts like the past,Backtrack,False,5.7,131
False,"{'id': 142680, 'name': 'Alex Cross Collection', 'poster_path': '/64mlnEVoq1I0BZe4iDdAv89qO9Z.jpg', 'backdrop_path': '/eyKpawn8yMq6kdv03wgKruMuSJX.jpg'}",60000000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",,2043,tt0164334,en,Along Came a Spider,"When a teacher kidnaps a girl from a prestigious school, homicide detective, Alex Cross takes the case and teams up with young security agent, Jezzie Flannigan in hope of finding the girl and stopping the brutal psychopath. Every second counts as Alex and Jezzie attempt to track down the kidnapper before the spider claims another victim for its web.",13.214068,/1YtsND7vSNymylnOSzgg3DdVFMB.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'AZL Productions KG', 'id': 902}, {'name': 'David Brown Productions', 'id': 903}, {'name': 'MFP Munich Film Partners', 'id': 904}, {'name': 'Phase 1 Productions', 'id': 905}, {'name': 'Revelations Entertainment', 'id': 906}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-04-06,105178561,104.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,The game is far from over.,Along Came a Spider,False,6.1,408
False,"{'id': 461937, 'name': 'Sarah, Plain and Tall Collection', 'poster_path': '/ptUW30JWYHhtDxgnEjKdgIYM2vl.jpg', 'backdrop_path': '/bdlFDb7eENX0LaCctjjYtOFU21W.jpg'}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,58242,tt0192573,en,"Sarah, Plain and Tall - Winter's End","The third installment of the Sarah trilogy provides a glorious and touching story of a family drawn together by adversity. On a cold winter day a stranger shows up at the farm. He is slow to reveal his identity. When they find out he is Jacobs father, John Witting, thought long ago dead, hard questions about the past are difficult to get answered.",0.197754,/iPRM327jqU4v4ueCPvKNJl4larC.jpg,"[{'name': 'Hallmark Hall of Fame Productions', 'id': 9027}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-11-20,0,95.0,"[{'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,"Sarah, Plain and Tall - Winter's End",False,4.8,5
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}]",,86637,tt0068183,it,Un tipo con una faccia strana ti cerca per ucciderti,"Fresh out of the joint, young Ricco is eager to get home to see his family. He was cut loose a year early for good behavior, but it certainly wasn't good behavior that got him in the big house in the first place. Two years prior, Ricco took it upon himself to go after Don Avito, the man who killed his pappy and took his girlfriend. Yet Ricco came out of prison a changed man. He had a lot of time to think, and the anger and thirst for revenge is no longer there, much to his mother's chagrin. She is quite upset that her son is not interested in paying back Don Avito for his deeds, and she needles Ricco relentlessly until he reluctantly gives in to her demands.",0.334965,/uHj6CTY1NIrpJgzCOp0yNmH2TjE.jpg,"[{'name': 'B.R.C. Produzione S.r.l.', 'id': 7855}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1973-08-27,0,83.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"No swords, no guns, no knives, no weapons. Just a burning pool of acid!",Ricco,False,6.5,1
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,114931,tt0496395,en,Sonja,"Sonja is struggling to deal with her parent separation, and find her feelings for her best friend might not just be a phase.",0.07937,/4yPW4DnKddz1wpgfpcCrQv86J5J.jpg,"[{'name': 'Mitteldeutscher Rundfunk (MDR)', 'id': 588}, {'name': 'Hochschule für Fernsehen und Film (HFF)', 'id': 665}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2006-11-23,0,72.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Follow your heart. No matter what.,Sonja,False,6.0,2
False,,0,[],,114145,tt0224304,fr,Tunnel sous la manche ou Le cauchemar franco-anglais,The plot follows King Edward VII and President Armand Fallières dreaming of building a tunnel under the English Channel.,0.178476,/myabFkyPcS6E1GexlTIGWlqy07M.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1907-06-30,0,23.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Tunneling the English Channel,False,7.5,4
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,82395,tt0400673,en,My Pet Monster,"Synder, the historian who has spent many years trying to unlock the powers of the statue, wishes to capture Max for validation of his life's work.",0.052013,/4NLwr1s9Eb8nKosbImGJzorKySf.jpg,[],[],1986-01-01,0,60.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,My Pet Monster,False,4.5,3
False,,1750000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,83583,tt1670269,en,The Chateau Meroux,"Marla Sokoloff of ”The Practice” stars as Wendy, a smart single woman in the big city who’s never been able to find a good job or decent relationship. But when her estranged father dies, Wendy suddenly inherits a beautiful – yet struggling – Napa Valley winery. Now with the help of her best friend (Amanda Righetti of ”The Mentalist” and ”The O.C.”), Wendy will have to deal with a local winemaker (Barry Watson of ”Samantha Who?” and ”7th Heaven”) and his father, a shrewd competitor (Christopher Lloyd) who’s trying to crush her vineyard. Can a girl who’s grown used to a life of sour grapes learn to discover delicious new pleasures – and maybe even love – in the most unexpected places?",0.444127,/yynbZNxQAl397ZI5xouGi2QFp9X.jpg,"[{'name': 'Contradiction Films', 'id': 37217}]",[],2011-08-09,0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Chateau Meroux,False,5.0,10
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,78657,tt0236000,fr,Aïe,,0.053858,/lUuOfeI2BzEHVG9mU2FaU7KB3XY.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",2000-09-06,0,103.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Ouch,False,7.0,1
False,,0,"[{'id': 18, 'name': 'Drama'}]",,39772,tt0205190,nl,Kruimeltje,"The film is based on the popular Dutch childrens book by Chris van Abkoude. In a Dutch port in 1921 lives a 10-year-old orphan boy known to everyone simply as Little Crumb (Ruud Feltkamp). His poverty-stricken mother Lize van Dien (Thekla Reuten) filled with shame was forced to turn him over to Mrs. Koster (Sacha Bulthuis) soon after he was born. Foster mother Mrs. Koster, who has cared for him since he was a baby, is very poor too, unable to support him by herself and proves to be a cruel taskmaster who insists Crumb bring her money before shell feed him. Somehow he must earn his keep out on the streets and can only go home after he has earned enough money. Crumb becomes an urchin stealing from the streets barrows and the shops to stay alive, sleeping in churches or huddled in doorways. Sometimes he has to run off from the police and he has earned the enmity of the most grownups around him.",0.155577,/eQAlAVpgYIi0fhnd1wJIy1ej5Zv.jpg,"[{'name': 'Shooting Star Filmcompany BV', 'id': 1259}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",1999-12-22,0,119.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,Little Crumb,False,7.6,4
False,,14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,201703,tt0119579,en,Love's Deadly Triangle: The Texas Cadet Murder,"Based on a true story, this film recounts the story of Diane Zamora and David Graham, two high school sweethearts who swear to always be together, even as they enter separate military academies. But when David confesses he had an affair with a classmate, Diane has an ultimatum, leading the two into a murderous pact with severe repercussions.",1.36737,/mzSnmvDyJxodFmrO4I40igCvbRE.jpg,"[{'name': 'Steve White Entertainment', 'id': 15017}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-02-20,161001698,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Love's Deadly Triangle: The Texas Cadet Murder,False,5.0,2
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,221917,tt0114307,en,The Run of the Country,"An Irish lad (Matt Keeslar) who fled from his oppressive, widowed father (Albert Finney) falls for a girl (Victoria Smurfit) from an affluent family.",0.117662,/ArlhiYSVjDeJKSl1qfCNdQH3DMW.jpg,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': '129 Productions', 'id': 16832}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-22,0,0.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An unforgettable romance,The Run of the Country,False,8.0,2
False,"{'id': 158365, 'name': 'Why We Fight', 'poster_path': '/fFYBLu2Hnx27CWLOMd425ExDkgK.jpg', 'backdrop_path': None}",0,"[{'id': 99, 'name': 'Documentary'}]",,159849,tt0173769,en,Why We Fight: Divide and Conquer,"The third film of Frank Capra's 'Why We Fight"" propaganda film series, dealing with the Nazi conquest of Western Europe in 1940.",0.473322,/gWZTnKnpEklrpeVpzUx6Nc2oYQB.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1943-01-01,0,57.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Why We Fight: Divide and Conquer,False,5.0,1
False,"{'id': 148324, 'name': 'Uuno Turhapuro', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}]",,55776,tt0094233,fi,Uuno Turhapuro – kaksoisagentti,,0.085015,/92wDm6oXvHeZzjwbpuPr1pGb2Mb.jpg,[],[],1987-08-28,0,0.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,,Uuno Turhapuro – kaksoisagentti,False,5.0,3
False,,0,"[{'id': 53, 'name': 'Thriller'}]",,106742,tt0125576,fi,Varastettu kuolema,"A thriller set in turn-of-the-century Helsinki, Stolen Death uses elements of German expressionism to tell the story of Finnish resistance fighters smuggling arms to overthrow the Tsarist occupiers of Finland. Tapiovaara stresses the divided loyalties of the Finnish bourgeoisie, torn between preserving their privileged economic position and taking a risky stand for an independent Finland. Stolen Death can be viewed as a thinly disguised protest against the rise of the fascist movement in Finland in the 1930s. Tapiovaara's allegorical indictment of class inequality and the suppression of free speech and political expression, coupled with his death at 28 fighting the Russians in the Winter War of 1939-1940, earned him almost a mythic status in Finland.",0.051519,/mxuOHdbgNjwj7SdkvkchBJXK6uX.jpg,"[{'name': 'Erik Blomberg', 'id': 69915}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",1938-01-01,0,88.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,,Stolen Death,False,5.0,1
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,38286,tt0135007,it,Tre uomini e una gamba,"Three friends leave Milan by car heading south. Two of them are married to two sisters, the third one is going to marry the third sister. The marriage is going to take place in the villa of their vulgar but very rich father in law. They are also bringing him a work of modern art: a wooden leg worth millions even if it doesn't look like it.",5.149498,/qCw7fAZnA7DloKwvzdseWRYi19K.jpg,"[{'name': 'Rodeo Drive', 'id': 3112}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1997-12-27,0,98.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Three Men and a Leg,False,7.9,367
False,,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,179538,tt2404738,es,Las brujas de Zugarramurdi,"In this heist film turned horror fest, director Álex de la Iglesia's love of mayhem is on full display as a gang of gold thieves lands in a coven of witches who are preparing for an ancient ritual -- and in need of a sacrifice.",13.515614,/u7w6vghlbz8xDUZRayOXma3Ax96.jpg,"[{'name': 'Televisión Española (TVE)', 'id': 6639}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Enrique Cerezo Producciones Cinematográficas S.A.', 'id': 8521}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'TeleMadrid', 'id': 10015}, {'name': 'La Ferme! Productions', 'id': 10137}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2013-09-20,0,104.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Witching & Bitching,False,6.0,182
False,,0,"[{'id': 9648, 'name': 'Mystery'}]",,278041,tt0271572,ml,അയ്യർ ദ ഗ്രേറ്റ്,"Vaikundam Soorya Narayana Iyer (Mammootty), a normal business executive leads a normal family life along with Veni Geetha, his wife and his motherSukumari. One day, up on climbing a tall tree in order to capture an escaped pet parrot, Iyer undergoes (fear of heights) giving him the power of clairvoyance.",0.378501,/gqZT7FR359BefuD2o1olwtnWp0X.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",1990-08-31,0,115.0,"[{'iso_639_1': 'ml', 'name': ''}]",Released,,Iyer the Great,False,0.0,0
